date,home_team,away_team,elo_home_before,elo_away_before,elo_home_after,elo_away_after
2001-02-06,Saint Martin,Montserrat,1500.58,1249.24,1509.72,1240.09
2001-02-06,Singapore,Kuwait,1381.93,1710.91,1397.91,1694.94
2001-02-06,Bahrain,Kyrgyzstan,1402.47,1362.3,1423.71,1341.06
2001-02-07,Fiji,Malaysia,1690.18,1441.99,1696.03,1436.14
2001-02-08,Anguilla,Montserrat,1123.48,1240.09,1160.54,1203.03
2001-02-08,Morocco,South Korea,1732.24,1819.12,1736.16,1815.2
2001-02-08,Saudi Arabia,Mongolia,1779.48,1299.19,1783.81,1294.86
2001-02-08,Vietnam,Bangladesh,1404.44,1208.64,1392.19,1220.9
2001-02-09,Fiji,Malaysia,1696.03,1436.14,1674.11,1458.06
2001-02-09,Kyrgyzstan,Kuwait,1341.06,1694.94,1331.37,1704.63
2001-02-09,Singapore,Bahrain,1397.91,1423.71,1372.24,1449.38
2001-02-10,Thailand,Sweden,1661.51,1767.21,1637.96,1790.76
2001-02-10,Saint Martin,Anguilla,1509.72,1160.54,1514.1,1156.16
2001-02-10,Saudi Arabia,Bangladesh,1783.81,1220.9,1786.21,1218.5
2001-02-10,Mongolia,Vietnam,1294.86,1392.19,1277.41,1409.64
2001-02-10,China PR,Qatar,1734.46,1647.44,1730.54,1651.37
2001-02-11,British Virgin Islands,Puerto Rico,1238.44,1141.28,1232.04,1147.68
2001-02-11,Eswatini,Zambia,1340.64,1526.28,1346.58,1520.33
2001-02-11,United Arab Emirates,South Korea,1640.57,1815.2,1622.2,1833.56
2001-02-12,Armenia,Uzbekistan,1425.74,1562.61,1452.14,1536.21
2001-02-12,China PR,Sweden,1730.54,1790.76,1733.28,1788.01
2001-02-12,Mongolia,Bangladesh,1277.41,1218.5,1228.36,1267.56
2001-02-12,Saudi Arabia,Vietnam,1786.21,1409.64,1793.79,1402.05
2001-02-12,Thailand,Qatar,1637.96,1651.37,1611.44,1677.89
2001-02-14,United Arab Emirates,Morocco,1622.2,1736.16,1625.11,1733.25
2001-02-14,Thailand,China PR,1611.44,1733.28,1585.97,1758.76
2001-02-14,Israel,Moldova,1691.1,1412.34,1694.46,1408.99
2001-02-14,Georgia,Ukraine,1544.76,1723.07,1549.28,1718.55
2001-02-14,Sweden,Qatar,1788.01,1677.89,1783.1,1682.79
2001-02-15,Azerbaijan,Uzbekistan,1271.7,1536.21,1267.12,1540.8
2001-02-15,Bangladesh,Vietnam,1267.56,1402.05,1237.26,1432.34
2001-02-15,Kuwait,Finland,1704.63,1633.36,1713.13,1624.85
2001-02-15,Saudi Arabia,Mongolia,1793.79,1228.36,1796.49,1225.66
2001-02-17,Thailand,Qatar,1585.97,1682.79,1613.18,1655.58
2001-02-17,China PR,Sweden,1758.76,1783.1,1732.72,1809.14
2001-02-17,Saudi Arabia,Bangladesh,1796.49,1237.26,1799.29,1234.47
2001-02-17,Vietnam,Mongolia,1432.34,1225.66,1454.74,1203.26
2001-02-18,Oman,Finland,1465.17,1624.85,1456.28,1633.74
2001-02-19,Saint Kitts and Nevis,Saint Lucia,1444.75,1474.57,1462.84,1456.49
2001-02-19,Bangladesh,Mongolia,1234.47,1203.26,1232.32,1205.41
2001-02-19,Saudi Arabia,Vietnam,1799.29,1454.74,1808.27,1445.76
2001-02-20,Oman,Finland,1456.28,1633.74,1443.83,1646.19
2001-02-21,Kuwait,Singapore,1713.13,1372.24,1717.71,1367.67
2001-02-21,Kyrgyzstan,Bahrain,1331.37,1449.38,1315.22,1465.52
2001-02-21,Martinique,Saint Lucia,1542.95,1456.49,1554.97,1444.46
2001-02-21,Panama,Guatemala,1455.53,1618.29,1459.54,1614.28
2001-02-23,Libya,Togo,1471.87,1499.15,1470.3,1500.72
2001-02-24,Namibia,Egypt,1417.35,1772.96,1434.3,1756.01
2001-02-24,Bahrain,Singapore,1465.52,1367.67,1491.64,1341.55
2001-02-24,Burkina Faso,Zimbabwe,1514.44,1552.38,1489.61,1577.21
2001-02-24,Kuwait,Kyrgyzstan,1717.71,1315.22,1722.67,1310.27
2001-02-24,Morocco,Senegal,1733.25,1576.53,1720.44,1589.33
2001-02-25,Tunisia,DR Congo,1713.41,1581.6,1738.36,1556.65
2001-02-25,Oman,Maldives,1443.83,1125.28,1449.3,1119.8
2001-02-25,Malawi,South Africa,1382.47,1718.68,1374.72,1726.42
2001-02-25,Sudan,Ghana,1424.4,1559.25,1454.15,1529.5
2001-02-25,Cayman Islands,Trinidad and Tobago,1356.02,1759.29,1350.83,1764.48
2001-02-25,Cameroon,Zambia,1822.79,1520.33,1828.37,1514.75
2001-02-25,Antigua and Barbuda,Saint Lucia,1329.88,1444.46,1319.43,1454.91
2001-02-25,Liberia,Sierra Leone,1594.23,1452.82,1606.2,1440.85
2001-02-26,Cyprus,Lithuania,1576.08,1370.06,1550.05,1396.1
2001-02-26,Romania,Ukraine,1767.53,1718.55,1781.29,1704.79
2001-02-27,Kyrgyzstan,Singapore,1310.27,1341.55,1312.42,1339.39
2001-02-27,Kuwait,Bahrain,1722.67,1491.64,1682.61,1531.7
2001-02-27,Oman,Maldives,1449.3,1119.8,1453.19,1115.92
2001-02-27,Algeria,Slovakia,1644.91,1748.9,1646.89,1746.93
2001-02-27,France,Germany,2115.67,1896.68,2120.15,1892.19
2001-02-28,United States,Mexico,1839.54,1807.46,1867.19,1779.81
2001-02-28,Switzerland,Poland,1699.11,1753.66,1677.5,1775.27
2001-02-28,Slovenia,Uruguay,1658.29,1751.8,1641.48,1768.61
2001-02-28,Lithuania,Romania,1396.1,1781.29,1390.6,1786.79
2001-02-28,Northern Ireland,Norway,1517.4,1794.36,1506.49,1805.27
2001-02-28,Netherlands,Turkey,2000.45,1727.86,1991.1,1737.21
2001-02-28,Malta,Sweden,1239.47,1809.14,1237.33,1811.28
2001-02-28,North Macedonia,Czech Republic,1511.92,1903.94,1521.59,1894.28
2001-02-28,Luxembourg,Finland,1152.08,1646.19,1150.24,1648.04
2001-02-28,Liechtenstein,Latvia,1177.22,1415.53,1167.51,1425.24
2001-02-28,Portugal,Andorra,2007.76,1227.62,2008.46,1226.92
2001-02-28,Jamaica,Trinidad and Tobago,1638.26,1764.48,1667.44,1735.29
2001-02-28,Italy,Argentina,2003.32,2007.62,1988.84,2022.1
2001-02-28,Greece,Russia,1698.32,1821.37,1700.97,1818.72
2001-02-28,England,Spain,1846.41,1944.42,1871.89,1918.94
2001-02-28,Cyprus,Ukraine,1550.05,1704.79,1570.73,1684.11
2001-02-28,Croatia,Austria,1874.4,1743.68,1881.09,1736.99
2001-02-28,Costa Rica,Honduras,1710.06,1799.76,1712.79,1797.03
2001-02-28,Colombia,Australia,1798.69,1863.5,1812.04,1850.15
2001-02-28,Bosnia and Herzegovina,Hungary,1571.16,1680.5,1573.32,1678.33
2001-02-28,Belgium,San Marino,1805.91,1125.49,1807.32,1124.08
2001-02-28,Jordan,Bulgaria,1569.36,1696.46,1554.36,1711.47
2001-03-01,Saint Kitts and Nevis,Dominican Republic,1462.84,1387.41,1475.42,1374.83
2001-03-03,United States,Brazil,1867.19,2006.91,1857.62,2016.48
2001-03-03,Antigua and Barbuda,Dominican Republic,1319.43,1374.83,1303.68,1390.58
2001-03-04,Hong Kong,Palestine,1346.68,1365.42,1344.53,1367.58
2001-03-04,Qatar,Malaysia,1655.58,1458.06,1678.89,1434.74
2001-03-04,Antigua and Barbuda,Saint Kitts and Nevis,1303.68,1475.42,1309.07,1470.03
2001-03-06,Guatemala,El Salvador,1614.28,1579.47,1611.22,1582.54
2001-03-07,Honduras,Peru,1797.03,1647.65,1791.84,1652.84
2001-03-07,Jordan,Hungary,1554.36,1678.33,1557.04,1675.65
2001-03-07,Lebanon,Syria,1523.56,1569.14,1523.4,1569.31
2001-03-07,Mexico,Brazil,1779.81,2016.48,1786.1,2010.2
2001-03-08,Hong Kong,Malaysia,1344.53,1434.74,1312.67,1466.59
2001-03-08,Palestine,Qatar,1367.58,1678.89,1360.72,1685.75
2001-03-10,Zambia,Libya,1514.75,1470.3,1541.2,1443.85
2001-03-10,Sierra Leone,Sudan,1440.85,1454.15,1401.06,1493.93
2001-03-10,Senegal,Namibia,1589.33,1434.3,1611.89,1411.74
2001-03-10,DR Congo,Ivory Coast,1556.65,1717.72,1540.07,1734.3
2001-03-10,Kenya,Uganda,1487.22,1524.29,1499.54,1511.96
2001-03-10,Botswana,Eswatini,1260.9,1346.58,1276.8,1330.69
2001-03-10,Lesotho,Mozambique,1323.86,1347.0,1322.87,1347.99
2001-03-11,Palestine,Malaysia,1360.72,1466.59,1391.82,1435.5
2001-03-11,Zimbabwe,Malawi,1577.21,1374.72,1590.85,1361.08
2001-03-11,Togo,Angola,1500.72,1569.39,1502.01,1568.1
2001-03-11,Hong Kong,Qatar,1312.67,1685.75,1302.97,1695.45
2001-03-11,Ghana,Nigeria,1529.5,1749.3,1540.38,1738.43
2001-03-11,Egypt,Algeria,1756.01,1646.89,1780.01,1622.88
2001-03-11,Botswana,Mozambique,1276.8,1347.99,1261.48,1363.31
2001-03-11,Lesotho,Eswatini,1322.87,1330.69,1334.13,1319.44
2001-03-12,Grenada,Dominica,1415.4,1328.78,1435.43,1308.75
2001-03-12,Saint Lucia,Saint Vincent and the Grenadines,1454.91,1413.72,1428.08,1440.55
2001-03-14,Dominica,Saint Vincent and the Grenadines,1308.75,1440.55,1293.44,1455.86
2001-03-14,Grenada,Saint Lucia,1435.43,1428.08,1448.81,1414.7
2001-03-14,Panama,El Salvador,1459.54,1582.54,1474.99,1567.09
2001-03-16,Dominica,Saint Lucia,1293.44,1414.7,1298.81,1409.33
2001-03-17,Botswana,Malawi,1261.48,1361.08,1247.75,1374.81
2001-03-18,Dominica,Saint Lucia,1298.81,1409.33,1287.74,1420.4
2001-03-18,Gabon,Mali,1525.06,1518.03,1541.14,1501.95
2001-03-19,Egypt,Estonia,1780.01,1438.56,1769.65,1448.93
2001-03-20,Palestine,Hong Kong,1391.82,1302.97,1409.81,1284.98
2001-03-20,Qatar,Malaysia,1695.45,1435.5,1678.35,1452.6
2001-03-21,Saint Lucia,Martinique,1420.4,1554.97,1423.46,1551.92
2001-03-21,Honduras,Chile,1791.84,1736.01,1805.37,1722.49
2001-03-23,Libya,Egypt,1443.85,1769.65,1487.69,1725.81
2001-03-23,Qatar,Palestine,1678.35,1409.81,1684.97,1403.19
2001-03-23,Hong Kong,Malaysia,1284.98,1452.6,1319.74,1417.84
2001-03-24,Alderney,Guernsey,1083.06,1591.89,1078.8,1596.15
2001-03-24,Norway,Poland,1805.27,1775.27,1775.84,1804.7
2001-03-24,Romania,Italy,1786.79,1988.84,1765.61,2010.02
2001-03-24,Russia,Slovenia,1818.72,1641.48,1804.94,1655.26
2001-03-24,Scotland,Belgium,1750.53,1807.32,1751.0,1806.85
2001-03-24,Senegal,Uganda,1611.89,1511.96,1630.17,1493.69
2001-03-24,Serbia,Switzerland,1889.04,1677.5,1873.76,1692.78
2001-03-24,South Africa,Mauritius,1726.42,1364.89,1731.7,1359.62
2001-03-24,Sweden,North Macedonia,1811.28,1521.59,1817.23,1515.64
2001-03-24,Trinidad and Tobago,Guatemala,1735.29,1611.22,1745.61,1600.9
2001-03-24,Turkey,Slovakia,1737.21,1746.93,1734.44,1749.7
2001-03-24,Ukraine,Belarus,1684.11,1432.12,1667.28,1448.95
2001-03-24,Northern Ireland,Czech Republic,1506.49,1894.28,1500.48,1900.28
2001-03-24,Zambia,Nigeria,1541.2,1738.43,1548.24,1731.39
2001-03-24,Spain,Liechtenstein,1918.94,1167.51,1919.88,1166.57
2001-03-24,Morocco,Tunisia,1720.44,1738.36,1744.41,1714.39
2001-03-24,Armenia,Wales,1452.14,1537.92,1454.6,1535.45
2001-03-24,Madagascar,Namibia,1570.9,1411.74,1543.83,1438.82
2001-03-24,Malta,Denmark,1237.33,1800.89,1232.59,1805.63
2001-03-24,Andorra,Netherlands,1226.92,1991.1,1225.75,1992.27
2001-03-24,Azerbaijan,Moldova,1267.12,1408.99,1273.32,1402.79
2001-03-24,Bosnia and Herzegovina,Austria,1573.32,1736.99,1580.91,1729.41
2001-03-24,British Virgin Islands,United States Virgin Islands,1232.04,1341.83,1254.52,1319.36
2001-03-24,Bulgaria,Iceland,1711.47,1614.68,1725.89,1600.26
2001-03-24,Cyprus,Republic of Ireland,1570.73,1813.71,1546.95,1837.49
2001-03-24,Croatia,Latvia,1881.09,1425.24,1885.42,1420.91
2001-03-24,France,Japan,2120.15,1827.32,2126.4,1821.07
2001-03-24,Gabon,Kenya,1541.14,1499.54,1536.6,1504.07
2001-03-24,Germany,Albania,1892.19,1507.67,1895.83,1504.03
2001-03-24,Hungary,Lithuania,1675.65,1390.6,1657.74,1408.51
2001-03-24,Lesotho,Zimbabwe,1334.13,1590.85,1325.92,1599.06
2001-03-24,Luxembourg,Faroe Islands,1150.24,1280.84,1122.45,1308.64
2001-03-24,England,Finland,1871.89,1648.04,1880.11,1639.82
2001-03-25,Mexico,Jamaica,1786.1,1667.44,1812.47,1641.07
2001-03-25,Sudan,Ivory Coast,1493.93,1734.3,1502.72,1725.52
2001-03-25,Qatar,Hong Kong,1684.97,1319.74,1692.01,1312.69
2001-03-25,Malaysia,Palestine,1417.84,1403.19,1440.83,1380.21
2001-03-25,Ghana,DR Congo,1540.38,1540.07,1566.75,1513.7
2001-03-25,Congo,Liberia,1499.17,1606.2,1484.44,1620.94
2001-03-25,Burundi,Algeria,1497.65,1622.88,1483.8,1636.73
2001-03-25,Angola,Burkina Faso,1568.1,1489.61,1585.16,1472.55
2001-03-25,Costa Rica,Trinidad and Tobago,1712.79,1745.61,1752.71,1705.68
2001-03-27,Colombia,Bolivia,1812.04,1590.62,1824.52,1578.14
2001-03-27,Oman,United Arab Emirates,1453.19,1625.11,1470.3,1608.0
2001-03-27,Peru,Chile,1652.84,1722.49,1690.87,1684.45
2001-03-28,Moldova,Sweden,1402.79,1817.23,1394.92,1825.1
2001-03-28,Wales,Ukraine,1535.45,1667.28,1541.0,1661.73
2001-03-28,Poland,Armenia,1804.7,1454.6,1813.42,1445.88
2001-03-28,Portugal,Netherlands,2008.46,1992.27,2003.94,1996.79
2001-03-28,Russia,Faroe Islands,1804.94,1308.64,1806.92,1306.66
2001-03-28,Scotland,San Marino,1751.0,1124.08,1752.91,1122.17
2001-03-28,Spain,France,1919.88,2126.4,1938.09,2108.2
2001-03-28,Slovenia,Serbia,1655.26,1873.76,1666.07,1862.96
2001-03-28,Martinique,Guadeloupe,1551.92,1424.43,1563.78,1412.58
2001-03-28,Sri Lanka,Cambodia,1107.75,1110.93,1118.83,1099.85
2001-03-28,Switzerland,Luxembourg,1692.78,1122.45,1695.41,1119.82
2001-03-28,Uruguay,Paraguay,1768.61,1870.75,1748.19,1891.17
2001-03-28,Slovakia,Azerbaijan,1749.7,1273.32,1753.02,1270.0
2001-03-28,North Macedonia,Turkey,1515.64,1734.44,1502.46,1747.61
2001-03-28,Greece,Germany,1700.97,1895.83,1679.17,1917.63
2001-03-28,Italy,Lithuania,2010.02,1408.51,2012.23,1406.3
2001-03-28,Albania,England,1504.03,1880.11,1494.47,1889.67
2001-03-28,Andorra,Republic of Ireland,1225.75,1837.49,1223.34,1839.9
2001-03-28,Argentina,Venezuela,2022.1,1416.21,2024.25,1414.06
2001-03-28,Belarus,Norway,1448.95,1775.84,1488.84,1735.94
2001-03-28,Bulgaria,Northern Ireland,1725.89,1500.48,1734.06,1492.32
2001-03-28,Austria,Israel,1729.41,1694.46,1747.66,1676.21
2001-03-28,Czech Republic,Denmark,1900.28,1805.63,1890.83,1815.09
2001-03-28,Ecuador,Brazil,1693.2,2010.2,1732.7,1970.69
2001-03-28,Georgia,Romania,1549.28,1765.61,1529.31,1785.58
2001-03-28,Honduras,United States,1805.37,1857.62,1781.52,1881.47
2001-03-28,Cyprus,Estonia,1546.95,1448.93,1537.3,1458.57
2001-03-28,Liechtenstein,Bosnia and Herzegovina,1166.57,1580.91,1157.38,1590.09
2001-04-01,Maldives,Cambodia,1115.92,1099.85,1154.9,1060.87
2001-04-04,Guyana,Saint Martin,1254.76,1514.1,1291.69,1477.17
2001-04-04,Suriname,Aruba,1422.88,1224.9,1435.26,1212.52
2001-04-04,Lebanon,Bahrain,1523.4,1531.7,1521.87,1533.23
2001-04-04,Cuba,Dominica,1549.59,1287.74,1558.3,1279.03
2001-04-04,Barbados,Grenada,1438.7,1448.81,1455.17,1432.34
2001-04-04,Cayman Islands,British Virgin Islands,1350.83,1254.52,1346.51,1258.84
2001-04-05,Haiti,Panama,1519.33,1474.99,1515.94,1478.39
2001-04-05,Oman,Sudan,1470.3,1502.72,1456.86,1516.16
2001-04-06,Cuba,Saint Martin,1558.3,1477.17,1570.63,1464.84
2001-04-06,Grenada,Aruba,1432.34,1212.52,1442.91,1201.96
2001-04-06,Guyana,Dominica,1291.69,1279.03,1311.41,1259.31
2001-04-06,Martinique,British Virgin Islands,1563.78,1258.84,1571.12,1251.5
2001-04-06,Suriname,Barbados,1435.26,1455.17,1433.88,1456.55
2001-04-07,Samoa,Tonga,1363.59,1342.0,1338.1,1367.49
2001-04-07,Brunei,Yemen,975.61,1307.97,959.82,1323.76
2001-04-07,Fiji,American Samoa,1674.11,1232.57,1681.12,1225.56
2001-04-07,Haiti,Panama,1515.94,1478.39,1512.78,1481.54
2001-04-07,Mauritania,Cape Verde,1300.07,1453.43,1290.97,1462.53
2001-04-07,Oman,Sudan,1456.86,1516.16,1457.2,1515.82
2001-04-08,Mauritius,Namibia,1359.62,1438.82,1376.96,1421.48
2001-04-08,Martinique,Cayman Islands,1571.12,1346.51,1560.58,1357.04
2001-04-08,Suriname,Grenada,1433.88,1442.91,1455.06,1421.72
2001-04-08,Mali,Liberia,1501.95,1620.94,1528.74,1594.15
2001-04-08,India,United Arab Emirates,1302.21,1608.0,1341.25,1568.95
2001-04-08,Indonesia,Maldives,1510.83,1154.9,1519.29,1146.44
2001-04-08,Guyana,Cuba,1311.41,1570.63,1298.49,1583.55
2001-04-08,Dominica,Saint Martin,1259.31,1464.84,1251.81,1472.35
2001-04-08,Barbados,Aruba,1456.55,1201.96,1467.06,1191.45
2001-04-09,American Samoa,Samoa,1225.56,1338.1,1192.59,1371.07
2001-04-09,Australia,Tonga,1850.15,1367.49,1854.42,1363.21
2001-04-10,Guadeloupe,Saint Lucia,1412.58,1423.46,1397.08,1438.96
2001-04-10,Haiti,United States Virgin Islands,1512.78,1319.36,1525.42,1306.71
2001-04-11,Samoa,Fiji,1371.07,1681.12,1357.28,1694.91
2001-04-11,Australia,American Samoa,1854.42,1192.59,1855.99,1191.02
2001-04-11,Mexico,Chile,1812.47,1684.45,1819.23,1677.69
2001-04-12,Guadeloupe,United States Virgin Islands,1397.08,1306.71,1420.94,1282.85
2001-04-12,Haiti,Saint Lucia,1525.42,1438.96,1535.44,1428.94
2001-04-12,Iraq,Macau,1672.12,1160.34,1675.76,1156.7
2001-04-12,Nepal,Kazakhstan,1078.95,1536.29,1072.51,1542.72
2001-04-14,Iraq,Nepal,1675.76,1072.51,1677.94,1070.32
2001-04-14,Kazakhstan,Macau,1542.72,1156.7,1550.94,1148.48
2001-04-14,Haiti,Guadeloupe,1535.44,1420.94,1548.86,1407.52
2001-04-14,Saint Lucia,United States Virgin Islands,1428.94,1282.85,1448.22,1263.57
2001-04-14,Australia,Fiji,1855.99,1694.91,1872.47,1678.44
2001-04-14,American Samoa,Tonga,1191.02,1363.21,1165.03,1389.2
2001-04-14,Brunei,United Arab Emirates,959.82,1568.95,956.13,1572.65
2001-04-15,Cambodia,Maldives,1060.87,1146.44,1063.32,1143.99
2001-04-15,India,Yemen,1341.25,1323.76,1336.65,1328.36
2001-04-16,Australia,Samoa,1872.47,1357.28,1876.04,1353.7
2001-04-16,Bahrain,Oman,1533.23,1457.2,1515.98,1474.45
2001-04-16,Iraq,Kazakhstan,1677.94,1550.94,1666.67,1562.21
2001-04-16,Nepal,Macau,1070.32,1148.48,1121.62,1097.19
2001-04-16,Tonga,Fiji,1389.2,1678.44,1373.93,1693.71
2001-04-21,Zambia,Angola,1548.24,1585.16,1547.34,1586.06
2001-04-21,Sierra Leone,Nigeria,1401.06,1731.39,1441.09,1691.36
2001-04-21,Senegal,Algeria,1630.17,1636.73,1666.94,1599.95
2001-04-21,Macau,Iraq,1097.19,1666.67,1093.7,1670.16
2001-04-21,Kazakhstan,Nepal,1562.21,1121.62,1567.59,1116.24
2001-04-21,Burkina Faso,Malawi,1472.55,1374.81,1494.1,1353.26
2001-04-21,Morocco,Namibia,1744.41,1421.48,1753.2,1412.69
2001-04-22,Mozambique,Lesotho,1363.31,1325.92,1372.96,1316.27
2001-04-22,Cameroon,Libya,1828.37,1487.69,1832.95,1483.11
2001-04-22,China PR,Maldives,1732.72,1143.99,1735.08,1141.62
2001-04-22,DR Congo,Madagascar,1513.7,1543.83,1536.33,1521.2
2001-04-22,Indonesia,Cambodia,1519.29,1063.32,1524.23,1058.37
2001-04-22,Ivory Coast,Congo,1725.52,1484.44,1736.87,1473.08
2001-04-22,Liberia,Sudan,1594.15,1515.82,1617.42,1492.54
2001-04-23,Turkmenistan,Jordan,1475.87,1557.04,1520.13,1512.78
2001-04-23,Uzbekistan,Taiwan,1540.8,1178.67,1548.99,1170.48
2001-04-23,Iraq,Nepal,1670.16,1116.24,1673.01,1113.39
2001-04-23,Kazakhstan,Macau,1567.59,1093.7,1572.07,1089.22
2001-04-24,Belize,Nicaragua,1307.8,1073.88,1314.07,1067.61
2001-04-24,Chile,Uruguay,1677.69,1748.19,1655.11,1770.77
2001-04-24,Ecuador,Paraguay,1732.7,1891.17,1763.96,1859.92
2001-04-24,Egypt,Canada,1725.81,1659.85,1741.0,1644.66
2001-04-24,Georgia,Israel,1529.31,1676.21,1545.59,1659.93
2001-04-24,Iran,South Korea,1824.89,1833.56,1812.41,1846.04
2001-04-24,Panama,Haiti,1481.54,1548.86,1501.7,1528.7
2001-04-24,Venezuela,Colombia,1414.06,1824.52,1432.71,1805.87
2001-04-25,Moldova,Estonia,1394.92,1458.57,1395.42,1458.07
2001-04-25,Netherlands,Cyprus,1996.79,1537.3,2001.64,1532.45
2001-04-25,Norway,Bulgaria,1735.94,1734.06,1746.84,1723.15
2001-04-25,Poland,Scotland,1813.42,1752.91,1809.49,1756.85
2001-04-25,Romania,Slovakia,1785.58,1753.02,1782.6,1756.01
2001-04-25,Serbia,Russia,1862.96,1806.92,1831.85,1838.02
2001-04-25,Turkey,Albania,1747.61,1494.47,1714.92,1527.16
2001-04-25,Switzerland,Sweden,1695.41,1825.1,1680.54,1839.98
2001-04-25,Trinidad and Tobago,Mexico,1705.68,1819.23,1710.02,1814.89
2001-04-25,Taiwan,Jordan,1170.48,1512.78,1161.67,1521.59
2001-04-25,Malta,Iceland,1232.59,1600.26,1220.96,1611.88
2001-04-25,Uzbekistan,Turkmenistan,1548.99,1520.13,1567.63,1501.48
2001-04-25,Spain,Japan,1938.09,1821.07,1945.17,1813.99
2001-04-25,United States,Costa Rica,1881.47,1752.71,1894.11,1740.08
2001-04-25,Macau,Nepal,1089.22,1113.39,1044.55,1158.05
2001-04-25,Latvia,San Marino,1420.91,1122.17,1402.59,1140.48
2001-04-25,Austria,Liechtenstein,1747.66,1157.38,1749.42,1155.62
2001-04-25,Lebanon,Philippines,1521.87,948.5,1523.07,947.3
2001-04-25,Brazil,Peru,1970.69,1690.87,1952.94,1708.62
2001-04-25,Croatia,Greece,1885.42,1679.17,1877.39,1687.2
2001-04-25,Czech Republic,Belgium,1890.83,1806.85,1886.13,1811.56
2001-04-25,Denmark,Slovenia,1815.09,1666.07,1825.9,1655.26
2001-04-25,Bolivia,Argentina,1578.14,2024.25,1597.69,2004.7
2001-04-25,Hungary,Finland,1657.74,1639.82,1655.27,1642.29
2001-04-25,Republic of Ireland,Andorra,1839.9,1223.34,1841.42,1221.82
2001-04-25,Italy,South Africa,2012.23,1731.7,2015.55,1728.37
2001-04-25,Jamaica,Honduras,1641.07,1781.52,1647.18,1775.41
2001-04-25,Kazakhstan,Iraq,1572.07,1673.01,1575.57,1669.52
2001-04-25,France,Portugal,2108.2,2003.94,2123.12,1989.01
2001-04-26,Belize,Nicaragua,1314.07,1067.61,1318.0,1063.68
2001-04-26,Canada,Iran,1644.66,1812.41,1663.2,1793.87
2001-04-26,Egypt,South Korea,1741.0,1846.04,1730.21,1856.83
2001-04-26,United Arab Emirates,India,1572.65,1336.65,1580.4,1328.89
2001-04-27,Uzbekistan,Jordan,1567.63,1521.59,1561.16,1528.06
2001-04-27,Yemen,Brunei,1328.36,956.13,1332.24,952.24
2001-04-27,Taiwan,Turkmenistan,1161.67,1501.48,1149.78,1513.38
2001-04-28,Congo,Madagascar,1473.08,1521.2,1508.89,1485.39
2001-04-28,Bangladesh,Bhutan,1232.32,1097.54,1242.17,1087.69
2001-04-28,Maldives,China PR,1141.62,1735.08,1139.61,1737.1
2001-04-29,Mozambique,South Africa,1372.96,1728.37,1364.72,1736.61
2001-04-29,Cambodia,Indonesia,1058.37,1524.23,1052.35,1530.26
2001-04-30,Oman,Laos,1474.45,1100.31,1482.14,1092.62
2001-04-30,Syria,Philippines,1569.31,947.3,1571.27,945.33
2001-05-03,Jordan,Taiwan,1528.06,1149.78,1535.58,1142.26
2001-05-03,Turkmenistan,Uzbekistan,1513.38,1561.16,1477.12,1597.42
2001-05-04,United Arab Emirates,Brunei,1580.4,952.24,1582.3,950.35
2001-05-04,Syria,Philippines,1571.27,945.33,1573.19,943.41
2001-05-04,Yemen,India,1332.24,1328.89,1328.59,1332.55
2001-05-04,Algeria,Morocco,1599.95,1753.2,1582.88,1770.27
2001-05-04,Oman,Laos,1482.14,1092.62,1489.22,1085.54
2001-05-05,Jordan,Turkmenistan,1535.58,1477.12,1504.32,1508.38
2001-05-05,Madagascar,Tunisia,1485.39,1714.39,1466.46,1733.33
2001-05-05,Nigeria,Liberia,1691.36,1617.42,1715.03,1593.75
2001-05-05,Sierra Leone,Ghana,1441.09,1566.75,1446.23,1561.61
2001-05-05,South Africa,Zimbabwe,1736.61,1599.06,1748.78,1586.89
2001-05-05,Saint Kitts and Nevis,Puerto Rico,1470.03,1147.68,1474.06,1143.65
2001-05-05,Taiwan,Uzbekistan,1142.26,1597.42,1135.75,1603.93
2001-05-06,Maldives,Indonesia,1139.61,1530.26,1130.72,1539.14
2001-05-06,Egypt,Senegal,1730.21,1666.94,1746.65,1650.5
2001-05-06,Togo,Zambia,1502.01,1547.34,1525.69,1523.66
2001-05-06,Cambodia,China PR,1052.35,1737.1,1049.92,1739.52
2001-05-06,Angola,Cameroon,1586.06,1832.95,1640.53,1778.48
2001-05-06,Congo,DR Congo,1508.89,1536.33,1507.33,1537.89
2001-05-07,Jordan,Uzbekistan,1504.32,1603.93,1507.72,1600.53
2001-05-07,Oman,Philippines,1489.22,943.41,1492.23,940.4
2001-05-07,Syria,Laos,1573.19,1085.54,1577.35,1081.38
2001-05-07,Turkmenistan,Taiwan,1508.38,1135.75,1513.41,1130.72
2001-05-07,Guernsey,Jersey,1596.15,1702.69,1628.67,1670.17
2001-05-09,Estonia,Finland,1458.07,1642.29,1462.78,1637.57
2001-05-09,Georgia,Azerbaijan,1545.59,1270.0,1548.99,1266.6
2001-05-10,Trinidad and Tobago,Grenada,1710.02,1421.72,1714.82,1416.93
2001-05-11,Brunei,India,950.35,1332.55,944.17,1338.73
2001-05-11,Yemen,United Arab Emirates,1328.59,1582.3,1365.24,1545.65
2001-05-11,Syria,Laos,1577.35,1081.38,1581.32,1077.41
2001-05-11,Oman,Philippines,1492.23,940.4,1494.42,938.22
2001-05-13,China PR,Indonesia,1739.52,1539.14,1757.89,1520.77
